ListingID,City,PropertyType,BHK,Bathrooms,Balconies,Furnishing,CarpetArea_sqft,Floor,TotalFloors,BuildingType,YearBuilt,AgeYears,Facing,Price_INR
HP01740,Delhi NCR,Apartment,2,3,1,Unfurnished,873,23,29,High Rise,2016,9,West,13330000
HP01197,Delhi NCR,Apartment,2,3,2,Semi-Furnished,858,13,20,High Rise,2022,3,South-West,12890000
HP01276,Pune,Independent House,4,4,2,Semi-Furnished,1734,5,10,Gated Community,2015,10,North-West,20760000
HP01352,Bengaluru,Apartment,3,4,1,Semi-Furnished,1639,2,2,Standalone Building,2007,18,North-West,18220000
HP02266,Delhi NCR,Apartment,2,3,3,Furnished,953,1,40,High Rise,2019,6,South,13000000
HP01345,Kolkata,Row House,2,3,1,Unfurnished,719,0,3,Bungalow,2025,0,East,9830000
HP02046,Chennai,Apartment,4,5,2,Semi-Furnished,2000,5,9,Mid Rise,2002,23,South-East,24600000
HP00341,Delhi NCR,Studio,0,2,0,Unfurnished,509,6,14,High Rise,2003,22,South,5880000
HP01161,Ahmedabad,Apartment,2,2,2,Semi-Furnished,763,16,35,High Rise,2008,17,South,5100000
HP00338,Hyderabad,Apartment,3,3,2,Semi-Furnished,1087,6,11,Gated Community,2018,7,North-East,12120000
HP01775,Hyderabad,Apartment,4,4,1,Semi-Furnished,1532,2,6,Mid Rise,2014,11,North,16660000
HP01912,Kolkata,Apartment,3,4,2,Furnished,1791,8,10,Gated Community,2006,19,North-West,19910000
HP00875,Bengaluru,Apartment,2,2,1,Semi-Furnished,708,8,20,High Rise,2022,3,North-West,10000000
HP00216,Ahmedabad,Apartment,1,2,1,Semi-Furnished,570,1,6,Gated Community,2019,6,South-West,4900000
HP01552,Hyderabad,Villa,2,2,2,Semi-Furnished,708,2,4,Standalone Building,2018,7,South-East,10420000
HP02275,Pune,Independent House,4,4,2,Semi-Furnished,2108,0,1,Bungalow,2012,13,South,27910000
HP01908,MMR,Studio,0,2,1,Semi-Furnished,361,5,16,High Rise,2010,15,North,6820000
HP00079,Kolkata,Apartment,2,3,2,Unfurnished,876,7,25,High Rise,2009,16,North-East,7370000
HP01743,Chennai,Penthouse,3,4,1,Unfurnished,1546,13,16,High Rise,2025,0,South-West,27520000
HP00704,Hyderabad,Apartment,2,3,1,Unfurnished,1046,1,8,Gated Community,2012,13,South-West,11330000
HP00565,Ahmedabad,Penthouse,6,6,2,Unfurnished,2240,7,31,High Rise,2006,19,West,20140000
HP02238,Hyderabad,Apartment,2,2,1,Semi-Furnished,808,8,12,Mid Rise,2016,9,West,9060000
HP00520,Chennai,Apartment,2,3,1,Furnished,1211,6,9,Mid Rise,2016,9,South-West,15050000
HP01784,MMR,Apartment,4,5,1,Furnished,1977,7,11,Gated Community,2015,10,West,52210000
HP00692,Kolkata,Independent House,2,3,3,Semi-Furnished,1082,0,1,Bungalow,2017,8,South-East,12270000
HP00663,Ahmedabad,Apartment,3,4,2,Unfurnished,1624,6,32,High Rise,2025,0,South-West,13760000
HP00767,MMR,Apartment,2,3,2,Unfurnished,1172,1,6,Mid Rise,2008,17,North,26870000
HP01282,Pune,Independent House,4,4,2,Semi-Furnished,2088,2,12,Gated Community,2012,13,West,26330000
HP01337,Ahmedabad,Apartment,2,2,1,Unfurnished,1164,2,7,Mid Rise,2025,0,South-West,9250000
HP00020,Hyderabad,Apartment,2,2,1,Semi-Furnished,1002,12,13,High Rise,2010,15,South,11950000
HP00424,Ahmedabad,Villa,3,3,1,Unfurnished,1424,1,5,Standalone Building,2021,4,West,12880000
HP01562,Kolkata,Apartment,4,5,3,Semi-Furnished,2376,14,16,High Rise,2017,8,South-East,30780000
HP01933,Kolkata,Studio,0,1,1,Semi-Furnished,444,1,12,High Rise,2014,11,South-West,4090000
HP01112,Kolkata,Apartment,3,3,1,Semi-Furnished,1145,2,11,Mid Rise,2025,0,East,12000000
HP01203,Kolkata,Apartment,4,5,1,Semi-Furnished,1832,10,11,Mid Rise,2018,7,North-East,22210000
HP02140,Chennai,Apartment,3,3,1,Semi-Furnished,1757,6,11,Gated Community,2017,8,North-West,23010000
HP02267,Kolkata,Apartment,1,1,3,Unfurnished,491,3,9,Gated Community,2025,0,North-East,6460000
HP00619,Chennai,Apartment,3,4,1,Unfurnished,1871,24,34,High Rise,2007,18,North,25560000
HP01913,Bengaluru,Apartment,2,3,1,Unfurnished,1034,4,16,High Rise,2014,11,East,12300000
HP00750,Hyderabad,Studio,0,1,1,Semi-Furnished,411,4,7,Mid Rise,2004,21,South,3960000
HP01811,Bengaluru,Apartment,2,2,2,Unfurnished,748,6,7,Gated Community,2018,7,North-East,10010000
HP01728,Kolkata,Villa,3,3,1,Semi-Furnished,1644,1,2,Standalone Building,2012,13,South-West,23410000
HP00890,Ahmedabad,Apartment,2,3,2,Semi-Furnished,847,4,12,High Rise,2015,10,South,5910000
HP02201,Ahmedabad,Studio,0,2,0,Unfurnished,426,4,11,Mid Rise,2016,9,South-West,2740000
HP01040,Ahmedabad,Independent House,3,4,2,Semi-Furnished,1318,3,3,Standalone Building,2014,11,North,9760000
HP00263,Ahmedabad,Apartment,2,3,1,Unfurnished,886,12,12,Mid Rise,2022,3,North-West,6650000
HP01976,MMR,Apartment,2,2,1,Unfurnished,856,4,6,Gated Community,2025,0,West,17250000
HP00409,Pune,Apartment,2,3,1,Unfurnished,1201,3,10,Gated Community,2010,15,West,15630000
HP01051,MMR,Apartment,4,4,2,Semi-Furnished,1665,14,18,High Rise,2018,7,North-West,43400000
HP01267,Ahmedabad,Studio,0,1,1,Unfurnished,379,7,7,Mid Rise,2021,4,North-East,2540000
HP00238,Pune,Apartment,2,3,2,Unfurnished,1176,24,35,High Rise,2013,12,South,14480000
HP02357,Chennai,Row House,3,4,2,Semi-Furnished,1703,2,5,Standalone Building,2018,7,East,24770000
HP02232,Chennai,Penthouse,4,4,2,Semi-Furnished,2060,2,29,High Rise,2021,4,South-West,41070000
HP00388,Delhi NCR,Apartment,2,2,1,Semi-Furnished,1129,4,21,High Rise,2014,11,North-East,14520000
HP00237,Kolkata,Studio,0,1,0,Unfurnished,365,8,29,High Rise,2020,5,South,3660000
HP00054,Hyderabad,Independent House,3,3,3,Semi-Furnished,1116,8,9,Gated Community,2013,12,East,11640000
HP00550,Kolkata,Row House,2,3,1,Furnished,902,0,5,Low Rise,2025,0,North-West,14820000
HP02034,Kolkata,Row House,2,3,1,Furnished,737,2,12,Gated Community,2004,21,North-West,9150000
HP01907,Bengaluru,Independent House,2,3,2,Unfurnished,1222,0,1,Bungalow,2006,19,South,13940000
HP01448,MMR,Apartment,2,2,1,Semi-Furnished,1143,7,18,High Rise,2017,8,South,25410000
HP01549,Ahmedabad,Apartment,4,5,1,Semi-Furnished,2568,1,10,Gated Community,2022,3,North-East,21330000
HP00371,Chennai,Apartment,2,2,1,Furnished,1074,0,4,Standalone Building,2017,8,South,13790000
HP00555,Pune,Studio,0,2,1,Semi-Furnished,357,3,8,Mid Rise,2025,0,South-West,4820000
HP01905,Ahmedabad,Apartment,2,3,3,Semi-Furnished,831,0,3,Standalone Building,2025,0,West,5710000
HP00518,Pune,Studio,0,2,0,Furnished,427,1,4,Standalone Building,2019,6,North-West,4800000
HP00245,MMR,Apartment,3,4,2,Semi-Furnished,1112,5,9,Mid Rise,2016,9,North,25400000
HP01176,MMR,Apartment,2,2,2,Furnished,944,21,25,High Rise,2006,19,North-West,19910000
HP02173,Chennai,Studio,0,1,0,Unfurnished,389,26,36,High Rise,2024,1,North,4820000
HP01595,Bengaluru,Apartment,4,5,2,Semi-Furnished,2261,5,6,Gated Community,2002,23,South-East,30540000
HP00906,Chennai,Apartment,2,3,2,Semi-Furnished,799,6,33,High Rise,2008,17,North-East,9090000
HP01097,Pune,Apartment,2,3,2,Unfurnished,890,3,12,Gated Community,2006,19,West,9960000
HP01372,Kolkata,Apartment,2,2,2,Unfurnished,891,4,9,Mid Rise,1995,30,South,7270000
HP02168,Chennai,Villa,3,4,1,Semi-Furnished,1877,0,3,Standalone Building,2016,9,North,28250000
HP01374,MMR,Apartment,3,4,1,Unfurnished,1179,5,10,Gated Community,2014,11,East,23590000
HP01155,MMR,Apartment,3,4,1,Unfurnished,1274,2,4,Standalone Building,2005,20,South-West,29070000
HP01809,Ahmedabad,Row House,2,3,3,Semi-Furnished,911,0,2,Bungalow,2013,12,North-West,6370000
HP00030,Ahmedabad,Row House,2,3,3,Semi-Furnished,1028,0,2,Bungalow,2016,9,South,9070000
HP00943,Pune,Independent House,3,4,2,Unfurnished,1333,0,3,Bungalow,2016,9,North-East,17740000
HP02060,Hyderabad,Penthouse,4,5,2,Unfurnished,1558,14,17,High Rise,2020,5,South-West,22430000
HP02261,Pune,Independent House,3,3,3,Semi-Furnished,1266,0,2,Bungalow,2014,11,North-West,18260000
HP00795,Pune,Independent House,4,4,1,Furnished,1746,3,4,Standalone Building,2025,0,South,28290000
HP02358,Chennai,Villa,3,3,1,Unfurnished,1372,0,4,Low Rise,2025,0,West,20970000
HP00571,Delhi NCR,Row House,2,3,2,Semi-Furnished,891,0,3,Bungalow,2005,20,West,12500000
HP01601,Bengaluru,Independent House,3,3,1,Furnished,1681,0,3,Bungalow,2003,22,East,24270000
HP02141,Bengaluru,Penthouse,3,4,1,Unfurnished,1779,14,28,High Rise,2012,13,West,33200000
HP01444,MMR,Independent House,3,3,2,Unfurnished,1008,0,2,Bungalow,2010,15,North-West,23830000
HP00232,Pune,Apartment,1,2,1,Unfurnished,667,6,12,High Rise,2005,20,West,7260000
HP01759,Hyderabad,Apartment,3,4,1,Unfurnished,1169,11,30,High Rise,2012,13,South-West,12320000
HP02229,Pune,Row House,2,2,1,Semi-Furnished,718,1,5,Standalone Building,1995,30,South-East,9690000
HP00893,Ahmedabad,Apartment,2,3,2,Unfurnished,1036,2,3,Standalone Building,2006,19,North-West,7830000
HP00978,Ahmedabad,Apartment,3,3,2,Semi-Furnished,1364,6,9,Mid Rise,2005,20,North-West,8010000
HP01218,Hyderabad,Row House,3,3,1,Semi-Furnished,1527,0,2,Standalone Building,2007,18,North-East,19390000
HP02181,Chennai,Apartment,2,2,1,Unfurnished,913,4,10,Gated Community,2021,4,South-East,11790000
HP02293,Pune,Apartment,3,4,1,Semi-Furnished,1722,14,36,High Rise,2017,8,North,23340000
HP00594,Kolkata,Independent House,5,6,1,Semi-Furnished,3225,3,5,Standalone Building,2015,10,South-West,44100000
HP01114,Hyderabad,Apartment,3,4,1,Semi-Furnished,1430,2,2,Standalone Building,2012,13,South-East,12870000
HP01788,Pune,Apartment,2,2,1,Semi-Furnished,979,7,10,Mid Rise,1998,27,North-East,10190000
HP01153,Bengaluru,Apartment,3,4,2,Semi-Furnished,1063,6,7,Mid Rise,2009,16,North,14230000
HP01336,MMR,Apartment,4,4,2,Semi-Furnished,1976,3,12,Mid Rise,2015,10,South-West,44810000
HP02130,Hyderabad,Studio,0,1,0,Unfurnished,437,12,12,Mid Rise,2015,10,North-West,3470000
HP00847,Chennai,Apartment,2,3,1,Semi-Furnished,741,8,21,High Rise,2025,0,South-East,10060000
HP00588,Ahmedabad,Apartment,2,2,1,Semi-Furnished,1097,3,6,Gated Community,2013,12,South-East,7730000
HP00810,Hyderabad,Villa,4,5,3,Semi-Furnished,1677,0,2,Bungalow,2014,11,South-East,20060000
HP01273,Chennai,Apartment,1,2,2,Semi-Furnished,499,2,3,Standalone Building,2020,5,South,6540000
HP01078,Ahmedabad,Apartment,2,3,2,Unfurnished,759,0,2,Standalone Building,2013,12,North-West,4440000
HP00576,Delhi NCR,Apartment,3,4,1,Furnished,1249,11,30,High Rise,2025,0,West,14980000
HP01469,Hyderabad,Apartment,2,2,1,Unfurnished,1086,24,26,High Rise,2017,8,South-West,13590000
HP00499,Delhi NCR,Row House,4,5,1,Furnished,1954,0,2,Bungalow,2002,23,North-West,27150000
HP00536,MMR,Apartment,3,3,2,Unfurnished,1834,4,19,High Rise,2008,17,South-West,45740000
HP00510,Hyderabad,Studio,0,2,0,Unfurnished,547,18,30,High Rise,2005,20,West,4310000
HP01003,Bengaluru,Independent House,2,3,2,Unfurnished,863,2,2,Low Rise,2019,6,South-West,10660000
HP01243,Kolkata,Studio,0,2,1,Semi-Furnished,407,21,27,High Rise,2000,25,South-East,4700000
HP00390,Delhi NCR,Apartment,1,2,2,Unfurnished,491,12,12,Gated Community,2015,10,South,7800000
HP02044,MMR,Apartment,2,3,2,Unfurnished,815,10,12,Gated Community,2013,12,West,21870000
HP01733,Delhi NCR,Apartment,2,3,1,Semi-Furnished,1140,5,5,Standalone Building,2012,13,North-West,14880000
HP02039,Delhi NCR,Apartment,2,3,1,Unfurnished,1008,23,31,High Rise,2010,15,South-West,12930000
HP00703,Delhi NCR,Apartment,2,3,2,Furnished,1136,8,10,Gated Community,2017,8,East,15130000
HP02092,Hyderabad,Apartment,4,5,2,Furnished,1776,12,28,High Rise,2006,19,South-West,18820000
HP02363,MMR,Apartment,2,3,2,Semi-Furnished,1101,0,5,Standalone Building,2013,12,South-West,21240000
HP01394,Delhi NCR,Studio,0,2,0,Furnished,357,31,40,High Rise,2003,22,West,4580000
HP00240,Chennai,Apartment,2,3,1,Furnished,819,3,26,High Rise,2025,0,South-West,11900000
HP00110,Kolkata,Apartment,1,1,1,Unfurnished,492,6,8,Mid Rise,2017,8,South-East,5440000
HP00732,Chennai,Apartment,2,2,2,Semi-Furnished,706,8,12,Mid Rise,2013,12,South,8550000
HP01688,Ahmedabad,Villa,4,4,1,Semi-Furnished,2252,0,1,Bungalow,2014,11,West,18130000
HP00228,Hyderabad,Apartment,2,2,1,Semi-Furnished,1201,5,12,High Rise,2010,15,South,14890000
HP01962,Chennai,Apartment,2,3,1,Unfurnished,1011,8,14,High Rise,2016,9,North-West,11900000
HP01842,Ahmedabad,Apartment,2,3,1,Semi-Furnished,1094,19,19,High Rise,2005,20,South-East,8400000
HP02100,Bengaluru,Apartment,4,4,1,Semi-Furnished,2534,2,22,High Rise,2025,0,South-West,35380000
HP01826,Delhi NCR,Apartment,2,2,1,Unfurnished,1232,6,6,Mid Rise,2007,18,North,14570000
HP00487,Kolkata,Apartment,2,3,1,Semi-Furnished,1226,2,10,Mid Rise,2011,14,North,12600000
HP02236,Delhi NCR,Studio,0,2,1,Furnished,443,13,27,High Rise,2006,19,West,5160000
HP02251,Bengaluru,Apartment,2,3,1,Unfurnished,788,9,9,Gated Community,2023,2,South-West,10670000
HP00269,Bengaluru,Apartment,1,2,1,Unfurnished,761,1,2,Low Rise,2004,21,South,9510000
HP00862,Kolkata,Apartment,4,4,2,Unfurnished,2244,1,5,Standalone Building,2019,6,South-East,23490000
HP01502,Pune,Apartment,3,4,3,Semi-Furnished,1189,2,4,Low Rise,2014,11,South-West,14520000
HP00500,Ahmedabad,Apartment,4,5,2,Unfurnished,1789,3,4,Low Rise,2006,19,East,10430000
HP01306,Delhi NCR,Studio,0,1,1,Semi-Furnished,382,6,39,High Rise,2024,1,South,4770000
HP00592,Ahmedabad,Apartment,3,4,2,Semi-Furnished,1375,2,2,Low Rise,2015,10,South-West,10840000
HP01624,Delhi NCR,Villa,4,5,2,Semi-Furnished,2413,0,2,Bungalow,2015,10,South,29630000
HP01212,Bengaluru,Apartment,3,3,1,Furnished,1378,3,12,Mid Rise,2025,0,South,20490000
HP00541,Bengaluru,Apartment,3,3,1,Unfurnished,1129,0,5,Standalone Building,2007,18,South-East,11360000
HP00984,MMR,Villa,4,5,2,Unfurnished,1788,4,5,Standalone Building,2015,10,South-East,46970000
HP00872,Delhi NCR,Apartment,2,2,2,Semi-Furnished,847,6,26,High Rise,2019,6,South,10670000
HP02149,Pune,Studio,0,1,0,Semi-Furnished,390,6,6,Mid Rise,2007,18,North-East,4090000
HP01253,Bengaluru,Apartment,3,3,3,Unfurnished,1526,7,7,Gated Community,2017,8,South-East,19950000
HP02159,Chennai,Apartment,1,1,1,Unfurnished,645,10,14,High Rise,2006,19,South,7090000
HP01533,MMR,Apartment,2,3,2,Furnished,920,3,4,Standalone Building,2015,10,East,19480000
HP01727,Chennai,Apartment,2,2,1,Unfurnished,902,1,9,Gated Community,2015,10,South,11240000
HP00760,Delhi NCR,Villa,3,3,2,Furnished,1600,0,5,Low Rise,2018,7,South,27650000
HP02154,Kolkata,Independent House,3,4,2,Semi-Furnished,1633,4,10,Gated Community,2017,8,North,17540000
HP00186,Hyderabad,Independent House,3,4,3,Furnished,1230,0,3,Bungalow,2017,8,South,14210000
HP01041,Delhi NCR,Studio,0,2,1,Unfurnished,344,13,34,High Rise,2009,16,North-East,4650000
HP00746,Ahmedabad,Penthouse,4,5,2,Semi-Furnished,2150,15,18,High Rise,2025,0,South-West,26340000
HP01776,Ahmedabad,Apartment,3,4,3,Unfurnished,1549,1,9,Mid Rise,2024,1,East,10160000
HP00029,Hyderabad,Apartment,3,3,2,Semi-Furnished,1759,31,33,High Rise,2011,14,North-East,19740000
HP01325,Pune,Apartment,3,4,1,Semi-Furnished,1056,4,7,Gated Community,2019,6,West,16040000
HP01838,Pune,Apartment,2,3,2,Semi-Furnished,1019,38,38,High Rise,2010,15,North-East,13300000
HP00243,Ahmedabad,Studio,0,2,1,Furnished,443,19,20,High Rise,2017,8,South-West,3510000
HP00756,Delhi NCR,Villa,2,2,1,Furnished,765,3,5,Standalone Building,2015,10,South-West,11700000
HP02058,Ahmedabad,Apartment,3,4,2,Semi-Furnished,1001,3,32,High Rise,2014,11,North-East,7310000
HP00313,Kolkata,Penthouse,4,4,1,Semi-Furnished,1840,2,13,High Rise,2012,13,South-East,25300000
HP00447,Pune,Row House,2,2,1,Unfurnished,1221,0,1,Bungalow,2016,9,South-East,15080000
HP01144,Ahmedabad,Apartment,2,2,1,Furnished,997,0,3,Standalone Building,2016,9,South-East,8090000
HP00877,Hyderabad,Apartment,2,3,2,Semi-Furnished,1146,1,3,Standalone Building,2025,0,South,13760000
HP00591,Bengaluru,Independent House,3,4,1,Furnished,1685,0,3,Bungalow,2025,0,South-East,26790000
HP00441,Kolkata,Apartment,4,5,1,Furnished,2234,21,34,High Rise,2025,0,North-West,28020000
HP01339,Bengaluru,Row House,1,2,1,Semi-Furnished,741,3,3,Low Rise,1998,27,East,9490000
HP01472,Bengaluru,Penthouse,3,3,1,Semi-Furnished,1010,18,25,High Rise,2011,14,North-East,16480000
HP00659,Hyderabad,Apartment,3,4,3,Semi-Furnished,1142,7,35,High Rise,2007,18,North,11420000
HP01272,Kolkata,Apartment,4,4,1,Semi-Furnished,2077,2,10,Gated Community,2021,4,North-West,22650000
HP00600,Pune,Apartment,4,4,2,Unfurnished,1717,23,26,High Rise,2013,12,West,20210000
HP01658,Chennai,Apartment,2,3,1,Unfurnished,1153,1,2,Standalone Building,2018,7,North-West,12440000
HP00395,Ahmedabad,Apartment,2,2,1,Semi-Furnished,738,0,3,Low Rise,2010,15,East,5010000
HP00340,Delhi NCR,Apartment,3,4,3,Furnished,1397,0,4,Low Rise,2023,2,South-West,20020000
HP00913,MMR,Row House,2,2,1,Semi-Furnished,760,1,4,Standalone Building,2017,8,West,17230000
HP02271,MMR,Apartment,4,5,2,Furnished,1846,7,8,Mid Rise,2008,17,East,40080000
HP01806,Pune,Villa,3,3,3,Semi-Furnished,1496,0,2,Standalone Building,2025,0,West,25330000
HP00183,Delhi NCR,Apartment,2,2,1,Furnished,811,12,14,High Rise,2022,3,North,11320000
HP02023,Pune,Row House,3,4,2,Unfurnished,1727,1,8,Gated Community,2023,2,North-East,24400000
HP00686,Delhi NCR,Apartment,4,4,3,Unfurnished,1965,1,21,High Rise,2014,11,North-East,22220000
HP01885,Bengaluru,Penthouse,3,4,1,Furnished,1352,15,21,High Rise,2015,10,South,28680000
HP00300,Hyderabad,Apartment,4,5,1,Unfurnished,1899,15,21,High Rise,2019,6,South,21790000
HP01840,Chennai,Apartment,2,3,2,Unfurnished,1013,11,12,Gated Community,2010,15,South-East,12150000
HP01208,Bengaluru,Villa,2,3,3,Furnished,750,2,4,Standalone Building,2025,0,South,13300000
HP02237,Ahmedabad,Row House,3,3,2,Unfurnished,1319,2,5,Low Rise,2007,18,East,11490000
HP02343,Pune,Independent House,3,4,1,Unfurnished,1355,1,3,Standalone Building,2024,1,East,16790000
HP00679,Delhi NCR,Apartment,2,2,1,Unfurnished,926,5,6,Mid Rise,2021,4,North,11390000
HP00835,Hyderabad,Apartment,3,4,2,Unfurnished,1292,5,12,High Rise,2009,16,West,14670000
HP00892,Hyderabad,Villa,2,3,1,Semi-Furnished,1207,0,1,Bungalow,2017,8,South,19180000
HP00886,Chennai,Apartment,2,3,2,Semi-Furnished,792,2,5,Standalone Building,2008,17,North-East,8250000
HP01474,Pune,Studio,0,2,0,Unfurnished,439,7,12,High Rise,2003,22,North-West,4710000
HP00284,MMR,Apartment,3,3,1,Unfurnished,1040,1,6,Gated Community,2017,8,North,25420000
HP01369,MMR,Apartment,1,2,2,Semi-Furnished,749,13,15,High Rise,2025,0,North-East,16980000
HP01993,Pune,Apartment,1,1,1,Semi-Furnished,510,2,10,Mid Rise,2020,5,North-West,7330000
HP02053,Kolkata,Independent House,4,5,1,Semi-Furnished,1837,2,6,Gated Community,2013,12,South-East,22070000
HP01935,Ahmedabad,Apartment,2,2,1,Unfurnished,1116,10,29,High Rise,2014,11,South-East,8870000
HP01678,Bengaluru,Penthouse,5,6,2,Unfurnished,2940,17,20,High Rise,2015,10,North,55090000
HP01145,Hyderabad,Apartment,1,2,1,Furnished,749,5,22,High Rise,2012,13,West,8220000
HP00673,Delhi NCR,Independent House,4,5,2,Furnished,2570,5,7,Gated Community,2016,9,North-East,32350000
HP00412,MMR,Apartment,4,5,1,Unfurnished,2292,8,8,Gated Community,2013,12,North,44480000
HP02262,Delhi NCR,Apartment,2,2,2,Unfurnished,951,11,35,High Rise,2025,0,South,15930000
HP00620,Pune,Apartment,1,2,1,Unfurnished,624,1,6,Gated Community,2000,25,South,6070000
HP01131,Pune,Row House,3,4,1,Semi-Furnished,1809,5,7,Gated Community,2017,8,West,25690000
HP00807,Kolkata,Apartment,1,2,2,Unfurnished,518,4,9,Gated Community,2012,13,West,5500000
HP00738,Pune,Apartment,2,2,1,Semi-Furnished,943,4,8,Gated Community,2013,12,East,13070000
HP01769,Delhi NCR,Apartment,1,1,1,Unfurnished,649,3,4,Low Rise,2018,7,South-West,8500000
HP01966,Ahmedabad,Apartment,3,4,1,Unfurnished,1737,28,28,High Rise,2018,7,North-East,14730000
HP00802,Kolkata,Apartment,4,4,1,Unfurnished,2073,5,11,Gated Community,2023,2,South,27020000
HP01152,Kolkata,Villa,4,5,1,Furnished,2342,1,3,Low Rise,2025,0,North-East,30920000
HP00275,Chennai,Villa,4,4,1,Furnished,2304,1,2,Low Rise,2011,14,South-West,42280000
HP00215,Chennai,Apartment,2,2,1,Furnished,700,7,7,Mid Rise,2019,6,West,10560000
HP00631,Ahmedabad,Apartment,3,3,2,Semi-Furnished,1847,10,11,Mid Rise,2007,18,North-West,11560000
HP01292,Delhi NCR,Studio,0,2,1,Semi-Furnished,345,9,34,High Rise,2017,8,North,4330000
HP00200,Chennai,Independent House,3,3,2,Semi-Furnished,1383,4,4,Low Rise,2012,13,West,14750000
HP01039,Hyderabad,Villa,2,2,2,Unfurnished,950,0,1,Bungalow,2001,24,North-West,10510000
HP00478,Hyderabad,Apartment,3,4,1,Semi-Furnished,1881,2,7,Mid Rise,2004,21,East,21100000
HP02004,Hyderabad,Apartment,2,2,2,Semi-Furnished,1237,1,3,Low Rise,2025,0,South-East,12560000
HP01177,Delhi NCR,Apartment,2,2,2,Unfurnished,802,3,11,Mid Rise,2011,14,South-East,9600000
HP00527,Kolkata,Apartment,2,3,1,Unfurnished,1270,4,11,Gated Community,2018,7,South,15260000
HP00734,Bengaluru,Apartment,3,4,2,Semi-Furnished,1805,10,27,High Rise,2021,4,South,20760000
HP00987,Ahmedabad,Apartment,3,4,1,Furnished,1446,11,12,Gated Community,2024,1,North-West,11110000
HP01954,Ahmedabad,Independent House,4,5,2,Semi-Furnished,1426,2,8,Gated Community,2010,15,South-East,9280000
HP01130,Hyderabad,Villa,2,3,2,Unfurnished,1273,10,10,Gated Community,2006,19,North-West,18250000
HP00719,Pune,Apartment,3,4,1,Semi-Furnished,1253,4,9,Mid Rise,2003,22,South-East,15600000
HP00099,Pune,Penthouse,3,3,1,Furnished,1813,21,24,High Rise,2025,0,South-East,35480000
HP00638,Hyderabad,Apartment,1,2,2,Unfurnished,624,0,2,Standalone Building,2025,0,North-East,5990000
HP01329,Kolkata,Apartment,2,2,2,Unfurnished,1033,8,8,Gated Community,2025,0,North,14650000
HP01239,Chennai,Studio,0,2,1,Unfurnished,397,2,4,Standalone Building,2019,6,South-West,4240000
HP01778,Kolkata,Studio,0,2,0,Unfurnished,423,6,8,Mid Rise,2007,18,South-East,3890000
HP00194,Ahmedabad,Apartment,2,3,3,Unfurnished,1080,9,11,Mid Rise,2001,24,South,6230000
HP02047,Ahmedabad,Apartment,3,3,1,Semi-Furnished,1199,1,5,Standalone Building,2012,13,North-West,8920000
HP02270,Kolkata,Apartment,1,1,1,Furnished,585,2,10,Mid Rise,2011,14,South-East,6540000
HP01035,Chennai,Apartment,2,2,1,Unfurnished,1005,3,4,Low Rise,2025,0,North-East,12230000
HP00376,Delhi NCR,Apartment,3,4,2,Unfurnished,1757,2,12,Gated Community,2022,3,North-East,18180000
HP01399,Hyderabad,Apartment,2,2,2,Semi-Furnished,1036,2,10,Gated Community,2016,9,South,12380000
HP01656,MMR,Apartment,4,5,1,Furnished,1834,3,10,Gated Community,2019,6,North,58090000
HP02094,MMR,Apartment,2,2,1,Semi-Furnished,1214,1,2,Standalone Building,2001,24,West,25560000
HP00755,Delhi NCR,Penthouse,4,5,2,Furnished,2474,5,16,High Rise,2011,14,South,42230000
HP00410,Pune,Studio,0,2,0,Unfurnished,318,4,6,Mid Rise,2005,20,South-East,3220000
HP00197,Ahmedabad,Apartment,4,5,2,Unfurnished,2228,0,2,Standalone Building,2025,0,West,13640000
HP02007,Kolkata,Apartment,1,1,3,Semi-Furnished,500,3,11,Mid Rise,2008,17,West,5230000
HP01780,MMR,Studio,0,2,1,Furnished,528,0,3,Standalone Building,2019,6,South,11450000
HP01850,Hyderabad,Apartment,4,4,1,Unfurnished,2142,6,8,Mid Rise,2017,8,South,25680000
HP02086,Hyderabad,Penthouse,4,5,2,Semi-Furnished,1978,4,12,High Rise,2008,17,West,30720000
HP01464,Pune,Apartment,2,2,1,Furnished,996,3,3,Standalone Building,2019,6,South-West,12510000
HP00254,MMR,Apartment,4,4,2,Unfurnished,2593,20,23,High Rise,2003,22,South,50840000
HP00224,Delhi NCR,Independent House,6,7,3,Furnished,3760,6,8,Gated Community,2013,12,South-West,56720000
HP01390,Bengaluru,Villa,2,3,1,Unfurnished,722,0,2,Bungalow,2016,9,South-West,11380000
HP02197,Pune,Apartment,1,2,1,Unfurnished,725,3,10,Mid Rise,2013,12,North,9920000
HP02334,Pune,Penthouse,3,3,2,Unfurnished,1520,16,30,High Rise,2014,11,North-East,22480000
HP01173,Ahmedabad,Independent House,5,6,1,Semi-Furnished,3884,0,1,Bungalow,2018,7,South-East,35080000
HP00634,Hyderabad,Apartment,2,3,2,Unfurnished,1262,4,5,Standalone Building,2017,8,East,13090000
HP00010,Delhi NCR,Row House,3,4,2,Furnished,1725,0,5,Standalone Building,2012,13,East,25340000
HP01972,Chennai,Villa,4,5,2,Semi-Furnished,2366,2,3,Standalone Building,2006,19,East,36360000
HP01773,MMR,Penthouse,5,6,1,Furnished,3827,7,40,High Rise,2008,17,North-West,111290000
HP01720,Hyderabad,Apartment,3,3,1,Furnished,1554,0,4,Standalone Building,2008,17,North-West,16870000
